Epoch,Loss
190,0.0011918686795979738
191,0.0011829739669337869
192,0.0011755306040868163
193,0.0011664953781291842
194,0.0011590942740440369
195,0.0011507624294608831
196,0.0011416001943871379
197,0.0011348144616931677
198,0.0011265401262789965
199,0.0011190231889486313
200,0.0011098393006250262
201,0.0010989707661792636
202,0.0010924286907538772
203,0.0010859991889446974
204,0.001078211236745119
205,0.00107150140684098
206,0.001064253505319357
207,0.0010572526371106505
208,0.0010513605084270239
209,0.0010456001618877053
210,0.001039002789184451
211,0.0010305156465619802
212,0.0010235118679702282
213,0.001013853237964213
214,0.001007173559628427
215,0.0010006739757955074
216,0.0009934677509590983
217,0.0009848283370956779
218,0.0009780495893210173
219,0.0009724325500428677
220,0.0009664574172347784
221,0.0009590914705768228
222,0.0009505177149549127
223,0.0009437919943593442
224,0.0009376817615702748
225,0.0009302147664129734
226,0.0009232008014805615
227,0.0009167076786980033
228,0.0009119577007368207
229,0.0009069261141121387
230,0.0009023176971822977
231,0.000896439072676003
232,0.0008906935108825564
233,0.00088581966701895
234,0.0008815687615424395
235,0.0008751459536142647
236,0.000870005926117301
237,0.0008648867369629443
238,0.0008602195885032415
239,0.0008565972093492746
240,0.0008529091719537973
241,0.0008497901726514101
242,0.0008463681442663074
243,0.000842435285449028
244,0.0008387849666178226
245,0.000834474980365485
246,0.0008310896810144186
247,0.0008272365666925907
248,0.0008216645801439881
249,0.0008170301443897188
250,0.0008125712629407644
251,0.0008096457459032536
252,0.0008057450759224594
253,0.0008013303158804774
254,0.0007961414521560073
255,0.0007921651704236865
256,0.0007889233529567719
257,0.0007845960790291429
258,0.0007805194472894073
259,0.000776320812292397
260,0.0007717891712673008
261,0.000767808232922107
262,0.0007646435406059027
263,0.0007607563165947795
264,0.000756610999815166
265,0.000752883730456233
266,0.0007486476097255945
267,0.0007448859978467226
268,0.00074140599463135
269,0.000737434602342546
270,0.000734281144104898
271,0.0007301695295609534
272,0.0007262814906425774
273,0.0007223422871902585
274,0.0007193773053586483
275,0.000716409005690366
276,0.0007129244040697813
277,0.0007099795620888472
278,0.0007066953694447875
279,0.0007042558863759041
280,0.0007021640776656568
281,0.0006986720254644752
282,0.0006963493069633842
283,0.0006932850228622556
284,0.0006894657853990793
285,0.0006868317723274231
286,0.0006834249943494797
287,0.0006794615183025599
288,0.0006755513604730368
289,0.000672095047775656
290,0.0006690758746117353
291,0.0006652630981989205
292,0.0006621499196626246
293,0.0006594305159524083
294,0.0006566708907485008
295,0.0006540606264024973
296,0.0006502036703750491
297,0.0006477658171206713
298,0.0006455934490077198
299,0.0006426359759643674
300,0.0006402080180123448
301,0.000637554912827909
302,0.0006346999434754252
303,0.0006327073788270354
304,0.0006299094529822469
305,0.000627414439804852
306,0.0006240070215426385
307,0.0006213619490154088
308,0.0006195586174726486
309,0.0006171609275043011
310,0.0006139727775007486
311,0.0006116477306932211
312,0.0006092138355597854
313,0.0006073636468499899
314,0.0006053810939192772
315,0.0006031618686392903
316,0.0006010273355059326
317,0.0005982958246022463
318,0.0005964231677353382
319,0.0005943918949924409
320,0.0005919653340242803
321,0.0005897405790165067
322,0.000587636954151094
323,0.0005856658681295812
324,0.0005839982768520713
325,0.0005817498313263059
326,0.0005793408490717411
327,0.0005767954280599952
328,0.0005749815609306097
329,0.000573045457713306
330,0.0005710773984901607
331,0.0005691871629096568
332,0.0005667532095685601
333,0.0005653075058944523
334,0.0005631563253700733
335,0.0005611605010926723
336,0.0005589508800767362
337,0.0005569450440816581
338,0.0005553624941967428
339,0.0005535458913072944
340,0.0005514236981980503
341,0.0005487571470439434
342,0.0005462579429149628
343,0.0005443493137136102
344,0.0005422779358923435
345,0.0005402029491961002
346,0.0005378833739086986
347,0.0005359157221391797
348,0.0005341545911505818
349,0.000532989390194416
350,0.0005312650464475155
351,0.0005295152077451348
352,0.0005273870192468166
353,0.0005257813609205186
354,0.0005240964237600565
355,0.000522489077411592
356,0.0005210321978665888
357,0.0005190037772990763
358,0.0005174112739041448
359,0.000515409279614687
360,0.0005138290580362082
361,0.0005123878945596516
362,0.0005103279836475849
363,0.0005085857701487839
364,0.0005067235324531794
365,0.0005048718303442001
366,0.0005035537760704756
367,0.0005014808266423643
368,0.0005001032841391861
369,0.000498532666824758
370,0.0004970869049429893
371,0.0004957322962582111
372,0.0004936702898703516
373,0.0004918695194646716
374,0.0004908391274511814
375,0.000489638710860163
376,0.000488283927552402
377,0.0004866513190791011
378,0.0004848949611186981
379,0.00048361948574893177
380,0.0004823522758670151
381,0.0004810235113836825
382,0.0004791723913513124
383,0.0004776143759954721
384,0.0004760356096085161
385,0.0004744437464978546
386,0.00047338736476376653
387,0.0004716531257145107
388,0.0004703201702795923
389,0.00046911093522794545
390,0.0004679810954257846
391,0.0004666773893404752
392,0.00046511803520843387
393,0.0004635328659787774
394,0.0004619361716322601
395,0.00046046776697039604
396,0.0004595143545884639
397,0.00045818270882591605
398,0.0004568607546389103
399,0.0004554342885967344
400,0.00045380921801552176
401,0.0004526120610535145
402,0.0004514493339229375
403,0.00045010927715338767
404,0.00044843769865110517
405,0.00044683361193165183
406,0.0004455730668269098
407,0.0004442221252247691
408,0.00044289190554991364
409,0.00044130979222245514
410,0.0004400643229018897
411,0.00043897543218918145
412,0.000437911250628531
413,0.00043678219662979245
414,0.0004354576813057065
415,0.00043435313273221254
416,0.00043303173151798546
417,0.0004317903076298535
418,0.00043044547783210874
419,0.00042885151924565434
420,0.00042752904118970037
421,0.0004260040877852589
422,0.0004249553894624114
423,0.00042351637966930866
424,0.0004222820862196386
425,0.0004210495389997959
426,0.0004200184775982052
427,0.0004189147148281336
428,0.00041772733675315976
429,0.00041645666351541877
430,0.0004150054301135242
431,0.0004142241086810827
432,0.00041308431536890566
433,0.0004120551166124642
434,0.0004111443704459816
435,0.00040986703243106604
436,0.0004085603286512196
437,0.0004073686432093382
438,0.0004059254424646497
439,0.0004047127440571785
440,0.00040335330413654447
441,0.0004019595799036324
442,0.0004005735390819609
443,0.0003997582825832069
444,0.00039868964813649654
445,0.00039765730616636574
446,0.0003962259506806731
447,0.0003949791134800762
448,0.0003938068693969399
449,0.00039278765325434506
450,0.000391651556128636
451,0.00039048754842951894
452,0.000389198336051777
453,0.0003881081356666982
454,0.0003870166838169098
455,0.00038594211218878627
456,0.00038477478665299714
457,0.00038360600592568517
458,0.0003829064662568271
459,0.00038190055056475103
460,0.00038086873246356845
461,0.0003799559490289539
462,0.00037861792952753603
463,0.00037748919567093253
464,0.0003765437286347151
465,0.00037542328936979175
466,0.0003742979606613517
467,0.0003731854958459735
468,0.00037231799797154963
469,0.00037147634429857135
470,0.0003704202244989574
471,0.00036956084659323096
472,0.0003684374096337706
473,0.0003674725303426385
474,0.00036669892142526805
475,0.00036576768616214395
476,0.0003644534735940397
477,0.00036336001357994974
478,0.0003626818652264774
479,0.0003618780756369233
480,0.00036095184623263776
481,0.00036000681575387716
482,0.00035897400812245905
483,0.0003580565971788019
484,0.0003573385765776038
485,0.00035638269037008286
486,0.00035549348103813827
487,0.0003544702776707709
488,0.000353307812474668
489,0.00035247631603851914
490,0.0003513164701871574
491,0.00035032833693549037
492,0.0003493387484923005
493,0.0003482784959487617
494,0.00034740730188786983
495,0.0003463739121798426
496,0.00034530635457485914
497,0.00034419892472214997
498,0.0003431716759223491
499,0.00034233747282996774
500,0.0003414198581594974
